,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
32435,5.8,15.0,0.0,1.6,6.4,5,33.0,3,13,20.0,9.0,76.0,40.0,1030.7,1027.2,7.0,7.0,7.5,14.3,0,0.0,0
32436,18.0,29.5,5.6,4.4,7.4,7,24.0,3,7,7.0,13.0,84.0,45.0,1010.6,1007.1,,,20.5,28.5,1,0.2,0
32437,7.9,14.4,5.6,,,14,33.0,13,13,9.0,20.0,94.0,79.0,1028.6,1026.7,,,9.9,12.5,1,0.2,0
32438,7.3,24.9,0.0,7.0,10.4,5,37.0,0,5,17.0,22.0,55.0,19.0,1020.2,1015.5,0.0,0.0,13.6,24.1,0,0.0,0
32439,9.2,18.4,0.4,,,15,35.0,13,3,19.0,20.0,63.0,51.0,1028.7,1024.8,,,13.2,18.3,0,0.0,0
32440,6.4,10.4,0.4,2.4,0.3,6,28.0,6,6,15.0,15.0,91.0,62.0,1040.3,1037.6,7.0,7.0,7.8,10.1,0,0.0,0
32441,8.0,23.4,0.0,4.8,11.1,3,65.0,3,3,37.0,43.0,41.0,22.0,1028.1,1021.3,0.0,0.0,16.2,23.2,0,0.0,0
32442,7.6,21.2,0.0,,,0,28.0,16,1,0.0,17.0,72.0,58.0,1023.8,1020.1,,,14.6,19.0,0,29.2,1
32443,15.6,23.2,0.0,4.6,8.9,15,31.0,14,8,15.0,20.0,73.0,74.0,1020.4,1018.3,6.0,3.0,20.5,22.4,0,0.0,0
32444,17.0,36.5,0.0,10.6,11.2,8,35.0,16,0,0.0,11.0,17.0,11.0,1013.5,1009.3,0.0,1.0,27.3,35.5,0,0.0,0
32445,9.8,19.8,0.2,,,6,39.0,14,14,15.0,19.0,73.0,61.0,,,,,13.8,18.8,0,2.2,1
32446,19.8,29.1,0.0,7.4,3.2,10,30.0,8,1,20.0,20.0,77.0,65.0,1015.8,1012.6,8.0,7.0,24.4,27.7,0,1.2,1
32447,28.8,31.0,0.0,7.4,1.3,14,74.0,14,15,33.0,22.0,73.0,69.0,1004.5,1002.5,7.0,7.0,30.2,29.6,0,10.4,1
32448,16.1,21.9,0.0,2.2,4.9,8,44.0,10,8,22.0,31.0,75.0,59.0,1022.0,1021.2,6.0,6.0,17.4,20.5,0,0.0,0
32449,17.0,19.7,0.0,,,11,54.0,8,10,31.0,31.0,68.0,77.0,1020.4,1020.5,,,19.7,17.5,0,0.0,0
32450,4.6,11.7,11.6,2.8,5.9,12,65.0,11,12,22.0,35.0,91.0,57.0,1002.8,,8.0,,8.0,11.4,1,4.8,1
32451,20.5,40.1,0.0,11.2,9.4,12,43.0,4,12,19.0,22.0,21.0,24.0,1006.8,1007.1,6.0,6.0,30.4,32.7,0,0.0,0
32452,5.7,16.6,0.0,,,16,,13,16,7.0,0.0,49.0,52.0,,,1.0,7.0,13.2,16.0,0,0.0,0
32453,0.9,18.9,0.0,,,14,41.0,7,13,13.0,19.0,43.0,29.0,1016.5,1014.1,,,12.1,18.8,0,1.0,0
32455,20.1,30.3,0.0,,,7,24.0,5,3,11.0,19.0,65.0,72.0,1005.0,1003.4,,,28.4,28.7,0,0.0,0
32456,14.8,33.3,0.0,6.0,6.9,15,28.0,8,11,2.0,13.0,37.0,34.0,1018.3,1016.2,,,21.9,27.7,0,0.0,0
32457,-0.9,17.8,0.0,,,5,17.0,16,2,0.0,7.0,99.0,43.0,1026.5,1021.6,,,5.1,17.1,0,0.2,0
32459,18.1,21.9,0.0,4.8,,0,28.0,0,2,11.0,13.0,92.0,82.0,1010.3,1008.2,7.0,7.0,19.1,21.2,0,2.2,1
32460,11.0,24.4,0.0,4.6,11.2,0,35.0,0,0,17.0,15.0,62.0,40.0,1034.8,1031.3,0.0,1.0,17.4,23.5,0,0.0,0
32461,5.5,14.3,0.0,1.0,1.6,3,39.0,3,3,28.0,17.0,84.0,68.0,1013.4,1009.1,5.0,7.0,7.1,13.2,0,0.6,0
32462,13.7,28.8,0.0,8.0,10.7,15,35.0,6,13,13.0,20.0,46.0,31.0,1019.5,1016.2,3.0,1.0,21.9,28.2,0,0.0,0
32463,17.6,28.8,0.0,5.0,,15,46.0,1,1,17.0,19.0,62.0,52.0,1011.3,1008.1,3.0,7.0,23.1,27.9,0,22.0,1
32464,3.4,27.4,0.2,2.6,9.8,7,35.0,1,7,7.0,20.0,85.0,24.0,1021.5,1016.6,,,11.2,26.7,0,0.0,0
32465,20.7,34.3,0.0,7.2,13.2,2,52.0,0,11,28.0,17.0,51.0,32.0,1012.8,1009.4,1.0,2.0,25.0,33.2,0,0.0,0
32466,13.3,19.9,0.0,6.6,12.0,11,46.0,11,12,28.0,33.0,63.0,38.0,1021.5,1022.8,7.0,5.0,15.4,18.3,0,0.0,0
32467,12.4,23.7,0.6,4.2,6.9,7,48.0,3,7,19.0,20.0,58.0,93.0,1005.5,1006.1,,,21.1,19.7,0,2.4,1
32468,15.6,27.4,0.0,11.6,9.8,13,46.0,11,15,13.0,22.0,54.0,21.0,1016.9,1014.2,1.0,3.0,18.7,26.1,0,0.0,0
32469,13.8,24.6,0.0,10.0,10.9,10,33.0,10,8,15.0,11.0,34.0,21.0,1021.6,1018.1,0.0,0.0,16.6,23.8,0,0.0,0
32470,13.4,26.1,9.2,7.6,5.0,14,70.0,9,3,2.0,17.0,78.0,49.0,1004.9,1000.8,7.0,8.0,18.9,25.6,1,15.4,1
32471,6.1,18.3,0.2,,,3,22.0,16,4,0.0,7.0,99.0,63.0,1014.6,1009.2,,,8.0,17.3,0,0.0,0
32472,21.3,32.6,0.0,8.4,10.5,1,24.0,15,5,6.0,13.0,60.0,50.0,1013.4,1010.4,6.0,6.0,28.4,30.3,0,0.0,0
32473,15.1,33.8,0.0,11.0,10.9,9,50.0,15,10,4.0,30.0,23.0,8.0,1018.1,1014.8,1.0,,25.5,33.4,0,0.0,0
32474,10.9,21.0,0.0,5.4,,9,31.0,6,2,9.0,22.0,63.0,57.0,1026.9,1020.8,3.0,0.0,17.9,19.3,0,0.0,0
32475,11.3,22.2,0.0,,,13,76.0,6,13,17.0,19.0,38.0,35.0,,,,,16.6,21.1,0,2.6,1
32476,15.4,25.2,0.0,,,11,30.0,16,11,0.0,17.0,96.0,74.0,1008.6,1008.7,,,18.7,21.7,0,0.0,0
32477,12.0,19.0,3.4,,,9,30.0,11,2,11.0,17.0,89.0,66.0,1024.3,1021.6,,,13.7,18.1,1,9.6,1
32478,8.1,13.7,4.2,0.8,4.3,12,30.0,12,12,11.0,13.0,,93.0,1022.4,1021.5,7.0,5.0,,12.2,1,7.8,1
32479,7.7,14.1,3.4,0.6,0.5,15,43.0,6,14,19.0,28.0,99.0,92.0,1022.9,1019.3,,,10.1,13.1,1,8.2,1
32480,12.6,19.5,48.8,,0.0,2,56.0,9,9,28.0,9.0,90.0,91.0,1016.1,1017.6,8.0,7.0,16.9,16.0,1,13.4,1
32481,19.0,29.0,0.2,9.0,7.4,13,35.0,13,0,17.0,30.0,38.0,28.0,1009.7,1006.8,,,22.6,29.4,0,0.0,0
32482,7.3,21.8,0.0,4.4,8.5,13,48.0,7,13,15.0,28.0,85.0,50.0,1013.5,1010.3,,,14.4,20.7,0,5.4,1
32483,2.9,22.6,0.0,2.2,10.2,11,28.0,13,11,4.0,11.0,86.0,20.0,1021.5,1018.0,1.0,1.0,9.8,21.9,0,0.0,0
32484,15.7,21.2,11.8,1.6,0.0,8,24.0,10,8,2.0,17.0,87.0,78.0,1010.1,1006.8,8.0,8.0,16.9,20.0,1,0.6,0
32485,14.0,24.4,0.0,,,3,35.0,10,6,2.0,15.0,66.0,51.0,1015.4,1012.9,,,19.0,24.0,0,0.0,0
32486,16.5,39.9,0.0,,,5,54.0,5,7,22.0,26.0,24.0,18.0,1011.8,1007.5,2.0,1.0,29.8,38.3,0,0.0,0
32487,13.1,19.3,6.2,1.6,7.3,7,65.0,14,7,22.0,33.0,70.0,62.0,1005.0,1002.6,5.0,4.0,15.7,18.7,1,14.8,1
32488,14.4,24.8,0.0,6.2,12.6,16,,7,4,15.0,22.0,61.0,56.0,1022.7,1020.4,1.0,1.0,21.9,24.2,0,0.0,0
32489,10.2,18.7,0.0,4.4,10.9,15,35.0,15,2,24.0,17.0,43.0,39.0,1017.6,1017.2,1.0,1.0,15.7,18.2,0,0.0,0
32490,6.8,12.3,14.2,1.6,7.1,12,35.0,12,12,17.0,17.0,90.0,70.0,1020.7,1021.5,7.0,6.0,8.1,11.6,1,10.2,1
32491,23.9,33.8,0.0,7.0,10.5,5,39.0,0,6,6.0,19.0,67.0,52.0,1013.9,1009.2,5.0,7.0,28.7,31.9,0,0.0,0
32492,11.8,20.9,12.2,,,14,57.0,1,5,7.0,24.0,99.0,79.0,1014.8,1006.2,,,13.9,20.2,1,0.8,0
32493,16.7,31.5,0.0,8.6,13.1,0,31.0,0,14,20.0,11.0,50.0,28.0,1015.6,1013.6,1.0,1.0,24.8,30.8,0,0.0,0
32494,21.1,30.5,0.0,,,5,31.0,3,5,17.0,24.0,54.0,63.0,1012.8,1010.5,,,29.0,27.9,0,0.0,0
32495,23.0,30.3,0.0,8.8,9.4,16,,3,1,6.0,26.0,77.0,65.0,1013.0,1008.5,7.0,1.0,25.0,28.4,0,0.2,0
32496,25.0,41.3,0.0,13.4,5.6,16,,7,10,26.0,6.0,28.0,17.0,1007.8,1005.4,5.0,5.0,31.9,39.9,0,6.2,1
32497,6.1,26.5,0.2,,,2,43.0,4,0,28.0,22.0,52.0,29.0,,,,,18.6,25.8,0,0.0,0
32498,10.7,14.2,10.2,2.6,0.0,0,24.0,0,0,13.0,7.0,99.0,93.0,1025.3,1022.9,8.0,8.0,11.7,14.0,1,2.4,1
32499,7.7,16.3,,3.0,8.4,6,61.0,3,7,20.0,22.0,59.0,33.0,1014.8,1009.4,,,9.0,15.6,2,4.8,1
32500,9.5,21.3,5.2,4.0,7.8,13,69.0,13,13,31.0,43.0,72.0,36.0,1010.9,1009.6,7.0,5.0,14.6,20.2,1,0.0,0
32501,22.5,43.0,0.0,13.8,13.1,4,50.0,4,14,31.0,20.0,12.0,18.0,1011.1,1010.1,0.0,1.0,34.0,37.3,0,0.0,0
32502,18.9,31.7,0.0,,,5,33.0,6,5,9.0,26.0,55.0,59.0,1012.3,1008.9,,,25.9,29.7,0,0.0,0
32503,8.1,16.2,4.4,,,11,39.0,8,8,19.0,15.0,60.0,53.0,1024.8,1025.8,,,14.6,14.3,1,0.6,0
32504,7.8,17.9,0.0,4.2,10.4,16,,14,4,13.0,20.0,70.0,50.0,1027.7,1023.2,0.0,1.0,10.8,17.5,0,0.0,0
32505,5.9,21.1,0.2,,,3,22.0,16,4,0.0,9.0,84.0,46.0,1027.9,1024.1,,,11.7,20.6,0,0.0,0
32506,13.5,22.4,0.4,5.2,6.9,11,39.0,16,11,0.0,20.0,83.0,61.0,1016.9,1016.9,7.0,7.0,16.2,20.7,0,0.0,0
32507,5.4,18.4,0.2,4.2,8.3,15,76.0,3,7,20.0,41.0,67.0,25.0,997.2,995.1,5.0,6.0,14.7,17.7,0,6.2,1
32508,10.9,20.2,1.4,,,14,70.0,15,13,15.0,19.0,29.0,29.0,,,,,16.7,18.6,1,0.0,0
32509,-1.4,14.1,0.0,0.8,6.5,0,24.0,8,15,6.0,6.0,86.0,45.0,1037.6,1032.9,8.0,6.0,4.4,13.8,0,0.0,0
32510,12.0,18.9,1.6,3.0,5.9,12,41.0,12,12,24.0,26.0,91.0,58.0,1015.2,1016.0,7.0,7.0,13.2,17.7,1,0.6,0
32511,10.2,14.9,1.8,2.4,4.8,14,65.0,6,14,24.0,39.0,87.0,75.0,1007.7,1006.6,5.0,6.0,11.1,14.5,1,3.8,1
32512,15.6,19.6,4.6,6.6,0.0,16,,16,16,,,59.0,85.0,1023.6,1020.8,8.0,8.0,19.1,17.5,1,17.6,1
32513,11.9,26.3,0.0,,,2,61.0,2,9,33.0,31.0,67.0,35.0,1016.7,1014.4,1.0,,14.4,24.4,0,0.0,0
32514,9.7,25.3,0.0,8.0,11.8,9,35.0,0,12,19.0,7.0,50.0,19.0,1025.1,1021.8,0.0,0.0,15.4,24.1,0,0.0,0
32515,23.9,39.0,0.0,11.8,9.5,16,,5,3,28.0,19.0,48.0,22.0,1009.1,1004.9,2.0,6.0,28.5,36.2,0,1.4,1
32516,15.9,21.2,15.4,4.8,7.9,13,56.0,13,13,20.0,33.0,90.0,56.0,1009.2,1006.9,6.0,1.0,16.3,20.5,1,6.0,1
32517,17.0,23.5,3.8,,,16,,16,3,0.0,11.0,68.0,52.0,,,8.0,7.0,20.6,23.5,1,0.0,0
32518,6.7,24.8,,3.0,,15,35.0,16,13,,9.0,68.0,36.0,1020.7,1017.0,,,16.0,24.5,2,0.0,0
32519,14.5,23.9,3.6,7.8,9.6,15,43.0,11,12,24.0,22.0,77.0,31.0,1014.7,1014.8,7.0,4.0,15.3,22.8,1,0.0,0
32520,23.0,30.4,0.0,9.0,6.4,11,48.0,11,9,9.0,26.0,85.0,64.0,1014.2,1011.1,8.0,2.0,24.2,29.1,0,0.0,0
32521,-0.1,18.5,0.0,4.2,6.8,7,28.0,8,7,6.0,15.0,80.0,44.0,1022.2,1016.7,7.0,5.0,8.6,17.2,0,0.0,0
32522,11.6,19.8,0.2,,,8,41.0,11,10,17.0,28.0,54.0,47.0,1022.2,1019.8,,,15.9,18.5,0,0.0,0
32523,3.7,11.2,0.0,1.4,0.0,0,22.0,0,2,11.0,7.0,75.0,75.0,1017.9,1013.4,7.0,7.0,6.7,10.8,0,1.6,1
32524,17.5,24.7,0.0,11.0,12.6,4,56.0,5,4,17.0,26.0,60.0,58.0,1025.3,1022.0,2.0,1.0,22.8,24.1,0,0.0,0
32525,20.9,27.6,9.8,3.8,,2,24.0,16,14,0.0,2.0,85.0,69.0,1015.4,1014.0,,,22.4,26.7,1,0.0,0
32526,14.1,25.7,0.0,,,10,48.0,8,10,17.0,39.0,58.0,55.0,1019.0,1017.0,,,22.2,23.6,0,0.0,0
32527,9.8,16.1,2.0,1.4,1.5,13,39.0,14,13,11.0,17.0,83.0,82.0,1018.7,1018.2,,,13.0,15.3,1,2.8,1
32528,-8.0,15.1,0.2,2.6,7.9,16,,6,7,6.0,13.0,96.0,33.0,1029.6,1025.3,1.0,,-1.2,14.5,0,0.0,0
32529,0.4,15.7,0.0,,,10,17.0,16,10,0.0,9.0,99.0,50.0,1034.2,1031.6,,,2.9,14.4,0,0.0,0
32530,15.6,26.3,0.2,,,5,33.0,2,5,7.0,30.0,45.0,53.0,1023.0,1018.9,,,23.7,25.1,0,0.0,0
32531,12.7,32.2,0.0,8.4,11.6,12,52.0,10,9,13.0,11.0,35.0,11.0,1010.9,1008.0,7.0,1.0,19.1,30.4,0,0.0,0
32532,20.5,31.0,0.0,9.6,10.2,2,46.0,2,0,19.0,30.0,54.0,45.0,1017.0,1013.5,5.0,7.0,26.7,30.4,0,0.0,0
32533,3.4,25.8,0.0,,,7,54.0,3,7,22.0,20.0,29.0,22.0,1012.7,1008.3,,,19.7,25.0,0,0.0,0
32534,15.2,28.8,0.0,7.0,12.7,16,,2,9,19.0,22.0,43.0,21.0,1021.9,1019.4,,,18.9,27.2,0,0.0,0
32535,17.9,34.7,0.0,,,5,31.0,16,3,0.0,7.0,91.0,37.0,1015.3,1009.5,,,20.6,34.0,0,0.0,0
32536,11.6,25.4,0.0,4.6,12.1,2,35.0,0,0,13.0,22.0,75.0,46.0,1009.4,1007.6,1.0,1.0,19.2,24.2,0,0.0,0
32538,14.2,17.1,16.8,,,9,28.0,11,9,7.0,7.0,98.0,98.0,,,,,15.9,16.0,1,11.2,1
32539,10.7,21.9,0.0,,,15,83.0,5,8,17.0,13.0,45.0,46.0,1013.9,1010.9,,7.0,16.4,19.3,0,0.0,0
32540,15.5,30.2,5.3,,,16,,7,16,7.0,0.0,55.0,36.0,,,0.0,5.0,23.0,29.9,1,0.0,0
32541,11.4,33.2,0.0,15.0,10.9,15,35.0,0,12,13.0,20.0,25.0,4.0,1016.1,1012.8,1.0,4.0,24.5,31.1,0,0.0,0
32542,5.1,18.3,0.0,,8.2,12,39.0,16,15,0.0,19.0,76.0,55.0,1004.7,1003.4,2.0,6.0,13.0,16.3,0,2.2,1
32543,10.8,20.1,0.0,1.0,10.0,7,41.0,8,10,13.0,20.0,67.0,46.0,1014.6,1015.4,1.0,1.0,16.3,18.2,0,0.0,0
32544,19.1,36.1,0.0,8.2,12.7,1,37.0,3,11,13.0,24.0,56.0,26.0,1016.7,1012.3,0.0,2.0,24.8,34.1,0,0.0,0
32545,11.5,33.9,0.0,,,0,39.0,11,13,2.0,7.0,63.0,27.0,1021.4,1016.2,,,20.5,32.2,0,0.0,0
32546,16.4,27.3,0.0,1.4,10.7,4,26.0,9,4,17.0,19.0,69.0,64.0,1015.3,1012.3,1.0,5.0,21.6,25.5,0,0.0,0
32547,2.7,17.0,0.0,3.8,9.5,9,39.0,14,10,2.0,15.0,68.0,33.0,1024.2,1021.6,5.0,1.0,9.1,16.7,0,0.0,0
32548,24.9,31.6,0.0,6.4,10.2,1,37.0,9,1,15.0,28.0,75.0,73.0,1013.9,1010.5,4.0,5.0,28.8,30.2,0,7.8,1
32549,2.9,19.2,6.6,1.2,9.7,0,37.0,10,11,9.0,13.0,77.0,40.0,1017.4,1017.1,1.0,7.0,10.7,18.4,1,2.8,1
32550,14.1,30.0,0.0,9.8,10.1,9,48.0,0,0,11.0,28.0,50.0,29.0,1014.9,1011.0,3.0,1.0,21.3,29.7,0,0.0,0
32551,8.4,20.0,0.0,3.6,12.9,2,30.0,6,9,15.0,20.0,57.0,58.0,1023.6,1021.1,1.0,2.0,15.0,19.3,0,0.0,0
32552,15.5,26.3,0.0,8.0,9.6,15,37.0,13,11,9.0,24.0,84.0,43.0,1014.4,1014.0,7.0,7.0,18.0,25.2,0,0.0,0
32553,22.9,30.3,11.2,6.6,7.0,1,39.0,0,1,20.0,26.0,73.0,74.0,1008.7,1005.1,3.0,4.0,27.5,28.8,1,0.6,0
32554,18.4,24.2,0.0,,,16,,9,9,4.0,6.0,74.0,56.0,,,7.0,1.0,19.8,23.5,0,0.0,0
32555,11.4,18.4,0.2,,,7,69.0,7,7,28.0,35.0,78.0,62.0,1004.0,999.6,,,14.8,17.5,0,7.2,1
32556,18.4,33.2,0.0,8.0,8.0,16,,13,13,13.0,19.0,67.0,19.0,1007.7,1005.6,7.0,5.0,22.5,32.3,0,0.0,0
32557,5.7,20.9,0.0,,5.6,9,28.0,6,12,2.0,13.0,63.0,48.0,1024.6,1022.2,,1.0,15.5,20.4,0,0.0,0
32558,-0.7,21.0,0.0,3.6,10.9,3,24.0,7,15,6.0,9.0,64.0,16.0,1023.3,1017.0,0.0,0.0,8.7,20.1,0,0.0,0
32559,10.0,17.3,5.6,2.4,10.7,8,54.0,8,12,33.0,28.0,52.0,34.0,1020.2,1021.5,1.0,2.0,12.8,16.8,1,0.0,0
32560,16.7,35.8,0.0,28.0,8.5,3,37.0,4,14,15.0,4.0,28.0,17.0,1021.6,1018.8,0.0,4.0,29.3,35.1,0,0.0,0
32561,14.1,21.1,10.2,3.4,6.4,15,59.0,15,15,24.0,31.0,55.0,52.0,1020.1,1021.2,,,17.0,19.6,1,0.4,0
32562,8.8,16.8,0.0,0.4,7.2,11,35.0,9,16,9.0,,70.0,,1021.5,,1.0,,13.7,,0,0.6,0
32563,15.4,28.6,0.2,,,8,48.0,8,8,20.0,30.0,55.0,33.0,,,,,21.1,25.1,0,0.0,0
32564,13.4,27.3,0.0,,,9,22.0,2,9,7.0,11.0,66.0,50.0,1018.7,1016.6,,,18.5,26.4,0,0.0,0
32565,11.3,20.8,3.0,3.8,6.6,3,35.0,5,14,6.0,13.0,89.0,48.0,1016.5,1015.2,7.0,3.0,13.3,19.8,1,0.8,0
32567,20.3,30.8,0.0,8.4,12.6,3,37.0,3,4,7.0,19.0,49.0,61.0,1010.6,1005.4,1.0,2.0,28.2,28.2,0,2.0,1
32568,25.9,32.3,6.4,4.2,11.1,14,43.0,13,14,26.0,30.0,76.0,72.0,1007.0,1004.6,7.0,6.0,29.9,31.4,1,9.0,1
32569,15.5,26.7,0.0,9.6,,16,,16,16,,,69.0,37.0,,,,,17.2,25.0,0,0.0,0
32570,3.9,14.7,0.0,,,8,30.0,8,8,11.0,15.0,72.0,62.0,1027.6,1025.1,,,10.1,14.1,0,0.0,0
32571,10.3,19.4,0.0,3.8,10.4,8,30.0,10,8,17.0,13.0,87.0,56.0,1025.6,1024.0,2.0,1.0,13.8,18.9,0,0.0,0
32572,5.9,22.9,0.0,4.2,9.3,11,43.0,1,11,6.0,30.0,81.0,57.0,1017.1,1015.5,2.0,3.0,15.0,21.1,0,0.0,0
32573,12.7,19.8,0.0,0.8,0.2,14,20.0,11,3,6.0,6.0,89.0,76.0,1013.9,1010.9,8.0,8.0,15.8,16.7,0,14.8,1
32574,2.5,15.4,0.2,1.0,8.7,0,20.0,3,10,11.0,9.0,,70.0,1025.2,1022.6,8.0,4.0,,14.1,0,2.6,1
32575,11.6,28.1,0.0,12.0,13.5,13,31.0,1,13,6.0,20.0,65.0,32.0,1007.5,1005.7,0.0,1.0,17.3,26.3,0,0.0,0
32576,9.7,17.1,,4.1,,12,52.0,15,15,26.0,30.0,32.0,28.0,1008.2,1005.9,,,15.5,16.1,2,0.0,0
32577,9.8,21.8,0.0,11.0,6.3,9,33.0,8,10,19.0,20.0,55.0,26.0,1026.1,1024.5,6.0,7.0,14.5,21.4,0,0.0,0
32578,2.7,19.0,0.4,,,3,11.0,11,6,2.0,6.0,99.0,39.0,,,,,5.9,18.5,0,0.0,0
32579,16.6,31.9,0.0,8.0,11.4,2,31.0,0,4,15.0,13.0,44.0,35.0,1012.9,1008.3,0.0,2.0,24.8,30.5,0,0.0,0
32580,6.5,17.9,0.4,6.8,9.7,14,67.0,7,14,24.0,41.0,62.0,31.0,1013.2,1010.0,0.0,6.0,10.8,17.0,0,0.0,0
32581,,28.0,0.0,,,16,,16,7,,6.0,,31.0,,,,2.0,,26.6,0,0.0,0
32582,22.4,29.2,0.0,,,4,33.0,1,0,11.0,22.0,83.0,71.0,1015.3,1015.4,,,25.9,26.7,0,0.0,0
32583,17.8,24.0,0.4,,6.2,14,26.0,12,15,13.0,9.0,76.0,54.0,1010.8,1010.6,,,18.3,22.6,0,0.0,0
32584,2.1,17.3,0.0,,,6,30.0,16,6,0.0,19.0,98.0,66.0,1025.6,1022.6,,,6.5,16.5,0,0.0,0
32585,4.6,21.3,0.0,2.8,10.6,12,30.0,5,15,4.0,17.0,68.0,44.0,1018.7,1016.4,1.0,1.0,14.1,20.4,0,0.0,0
32586,18.0,37.6,0.0,,,8,59.0,5,13,20.0,28.0,72.0,14.0,1009.6,1005.2,,,22.7,37.4,0,2.6,1
32587,9.7,22.3,0.0,3.6,8.1,3,67.0,3,12,46.0,28.0,47.0,44.0,1013.7,1013.7,7.0,,14.8,20.0,0,0.0,0
32588,19.1,32.1,0.0,7.8,12.3,1,33.0,0,3,17.0,9.0,68.0,37.0,1016.2,1013.4,0.0,3.0,23.7,31.2,0,0.0,0
32589,12.4,16.8,2.0,,,14,37.0,6,3,15.0,13.0,87.0,77.0,1006.2,1006.3,,,13.2,15.8,1,0.4,0
32590,3.2,16.6,0.0,3.0,9.3,14,37.0,6,7,17.0,15.0,56.0,34.0,1020.9,1018.5,1.0,2.0,8.0,16.3,0,0.0,0
32591,21.1,36.8,0.0,14.0,12.5,9,56.0,2,9,20.0,33.0,39.0,17.0,1009.9,1005.4,2.0,6.0,25.5,36.1,0,0.0,0
32592,6.8,12.9,0.6,1.4,,12,39.0,12,13,17.0,6.0,70.0,48.0,1023.3,1023.1,2.0,5.0,8.6,12.1,0,0.0,0
32593,13.6,35.1,0.0,9.6,10.4,10,30.0,2,15,7.0,19.0,41.0,16.0,1016.0,1012.4,7.0,7.0,24.6,32.6,0,0.0,0
32594,24.5,31.7,0.2,6.2,9.2,6,37.0,6,6,19.0,15.0,66.0,57.0,1000.3,997.1,4.0,6.0,27.7,31.1,0,0.0,0
32595,20.3,38.3,0.0,16.0,13.1,9,43.0,1,9,28.0,19.0,8.0,4.0,1013.6,1008.8,0.0,0.0,29.3,37.5,0,0.0,0
32596,13.2,31.5,0.0,8.0,12.2,0,61.0,0,0,17.0,22.0,37.0,19.0,1023.8,1019.3,0.0,0.0,21.2,31.0,0,0.0,0
32597,10.2,25.0,0.0,,,7,35.0,1,7,2.0,20.0,92.0,45.0,1024.6,1020.4,,,13.2,24.0,0,0.0,0
32598,18.6,39.9,0.0,,,6,61.0,10,14,9.0,20.0,36.0,21.0,1010.1,1004.8,,,26.8,37.7,0,0.8,0
32599,15.3,34.3,0.0,8.0,11.3,5,33.0,4,10,9.0,7.0,58.0,27.0,1021.5,1017.3,0.0,0.0,22.0,31.7,0,0.0,0
32600,6.6,10.1,37.0,,,1,69.0,1,1,44.0,22.0,99.0,99.0,,,,,7.0,9.6,1,31.4,1
32601,12.2,19.9,1.4,,,8,76.0,14,8,15.0,54.0,94.0,89.0,1007.4,1008.4,,,13.2,18.0,1,11.2,1
32602,14.6,24.3,0.0,7.0,12.1,16,,9,9,7.0,17.0,88.0,80.0,1019.8,1014.7,0.0,0.0,19.0,22.0,0,0.0,0
32603,25.2,31.5,0.4,8.2,0.6,8,39.0,13,6,11.0,13.0,68.0,76.0,1005.8,1003.9,7.0,8.0,28.8,28.0,0,0.4,0
32604,10.8,21.5,0.0,,,14,39.0,10,7,9.0,24.0,50.0,49.0,1022.5,1021.0,,,15.6,19.9,0,0.0,0
32605,9.9,34.2,0.0,7.4,13.2,4,50.0,4,9,15.0,7.0,63.0,19.0,1009.9,1008.7,0.0,0.0,21.6,32.9,0,0.0,0
32606,-2.0,11.2,0.0,,,0,7.0,0,3,2.0,4.0,98.0,65.0,1017.7,1014.7,,,0.3,10.3,0,0.0,0
32607,10.0,21.6,0.0,1.6,3.9,3,39.0,7,7,17.0,6.0,65.0,76.0,1020.9,1017.8,2.0,7.0,16.6,18.2,0,1.6,1
32608,17.9,26.8,0.0,6.6,8.5,2,50.0,2,2,26.0,20.0,58.0,30.0,1012.3,1010.6,7.0,6.0,18.5,26.2,0,0.0,0
32609,,11.1,,,,1,28.0,16,16,,,,,,,,,,,2,3.0,1
32610,12.8,26.8,0.0,7.4,12.2,7,30.0,7,13,13.0,11.0,69.0,48.0,1015.9,1013.8,1.0,1.0,20.9,25.8,0,0.0,0
32611,21.5,35.4,0.0,12.8,13.2,1,44.0,0,15,7.0,20.0,,30.0,1008.5,1008.0,0.0,1.0,27.8,32.5,0,0.0,0
32612,0.9,9.0,0.0,,,13,65.0,14,15,33.0,33.0,81.0,98.0,1013.0,1011.6,7.0,8.0,7.2,7.8,0,5.8,1
32613,1.5,15.5,2.6,0.8,9.0,10,20.0,16,1,0.0,11.0,82.0,41.0,1029.6,1027.2,1.0,1.0,7.4,15.4,1,0.0,0
32614,9.4,18.3,4.0,6.0,,14,46.0,7,7,24.0,28.0,60.0,46.0,1001.4,1000.5,,,14.6,17.3,1,1.0,0
32615,23.3,30.7,6.4,5.8,6.9,4,35.0,10,1,7.0,26.0,74.0,66.0,1013.1,1010.7,7.0,6.0,27.2,29.2,1,1.0,0
32616,9.4,18.9,0.0,3.8,13.6,9,39.0,0,2,17.0,19.0,66.0,54.0,1022.7,1021.4,3.0,2.0,15.5,18.3,0,0.0,0
